,Difference
东突,0.0001476591821613199
巴基斯坦,0.00014764189738137646
历史背景,0.0001476173510263793
俄塔社,0.0001476082758524116
鲜艳,0.0001475883350322905
全景,0.00014753959708568992
国际性,0.00014747316609641724
教导,0.00014746980284756516
主动出击,0.0001474416529417296
杜达,0.00014732430353955504
沉醉于,0.0001473156365576047
第十次,0.0001473061500240594
学术界,0.00014728679343555491
传单,0.0001472365212789769
卫生防疫,0.00014722796996704724
利夫,0.00014722796996704724
摘得,0.0001472156989667845
交响乐团,0.0001471504505807546
行为规范,0.0001471417515844207
运载火箭,0.00014712021295463476
开普敦,0.00014712021295463476
详细,0.0001470398016916883
良好形象,0.00014703246746048664
高温,0.0001469892886752561
气冷,0.0001469892886752561
cap1400,0.0001469892886752561
含蓄,0.00014698617576982054
低速,0.00014697468015390918
进度,0.0001469380000236428
三论,0.00014693623490923195
拉纳,0.0001468425293494588
主题曲,0.00014682360790525215
丝绸,0.00014680209486223061
罗兹,0.00014679765796776008
任务区,0.00014674780032818908
运动会,0.00014674197215356634
奔袭,0.0001467160136128578
内阁会议,0.0001467106888572604
清醒剂,0.0001467024988902019
砥砺,0.00014667667741792193
时候,0.00014666915750314018
积压,0.00014663967722928307
蓝海,0.00014662314497673583
第五,0.00014658156788835267
颂诗,0.00014656401419148237
瘦弱,0.00014656401419148237
哗啦啦,0.00014656401419148237
嘴里,0.00014656401419148237
通红,0.00014656401419148237
疆域,0.00014643484502168498
网络时代,0.00014637994833217822
而置,0.0001463657408261203
背着,0.00014635589275768294
抵触情绪,0.00014633622716513165
无独有偶,0.0001462750043483059
胜出,0.00014625312686618086
不信,0.00014624773325510343
金钱,0.00014623667402533782
日本自民党,0.00014615900260168057
霸主,0.0001461463242420974
确定,0.00014614291388451942
是非自有公论,0.0001460961200186373
海面,0.0001460501782097612
足球运动,0.00014603649879505089
编号,0.00014599331764663428
刘翔,0.0001459898617437538
因伤,0.0001459898617437538
各党派,0.0001459728262304451
民间团体,0.00014588026079652723
充满生机,0.0001458709348567686
苦功,0.0001458633703079896
斩草除根,0.0001458633703079896
时值,0.00014585663719211592
覆盖,0.00014583305311629397
金水桥,0.00014582637296417067
淡薄,0.0001458255977551432
派兵助阵,0.00014581511963298672
困守,0.00014581511963298672
华丽,0.00014576464351390543
海南,0.00014574241971858888
德州,0.00014567132049984598
永乐,0.00014567132049984598
交情,0.00014566432853747708
核能力,0.00014565072169163467
坚持下去,0.00014565072169163467
拉长,0.00014563841067016646
携手并肩,0.00014563197890099405
提防,0.00014563124454162769
就会,0.00014560939034164344
成型,0.00014560317775976568
解脱,0.0001456014705904879
场馆,0.00014558271946497932
示威游行,0.00014557537203902765
抒发,0.00014556536363555272
重生,0.00014553814002339415
称号,0.00014550286816712363
叹息,0.00014539209181142337
首要,0.00014538485226494647
热爱祖国,0.0001453831834767349
益友,0.00014538228479732637
有良驹,0.00014538228479732637
不畏艰难,0.00014538228479732637
春秋,0.00014537549528961113
往右,0.00014534908494729369
满腹,0.00014533340868273215
凭吊,0.00014532904345909557
机械制造,0.00014532737736729735
温床,0.00014530989143138662
原则性,0.00014530960490159565
比值,0.00014529605793975204
置身于,0.0001452623395291542
头发,0.00014525766302435323
乳汁,0.00014525766302435323
晨曦,0.00014525766302435323
发出声音,0.00014525047918062452
天职,0.0001452452698044374
减排,0.00014524071251821678
较之,0.00014524055661624638
百出,0.00014522558608951543
画作,0.00014517830031344058
三是,0.00014516501131698234
1973,0.00014514476450343895
匆忙,0.0001451029905968782
制作,0.00014510266839616847
困难重重,0.00014507078346335126
970,0.0001450569163827428
第二位,0.00014501639427999584
那股,0.00014501019696421287
此时此刻,0.0001450069222557335
只争朝夕,0.00014499049389384532
占到,0.00014497080527999578
产经新闻,0.00014496618951631714
好消息,0.0001449467027839055
得失,0.00014493456569751134
和亚欧,0.0001448931649214883
不谋而合,0.00014486369463229958
并肩作战,0.00014485931623241493
两大洲,0.00014485826203898615
启蒙,0.00014485487545788078
素来,0.0001448353827174743
德国政府,0.00014481773526637818
326,0.00014477144435332096
受到重视,0.00014476914710651712
回旋,0.00014472522523313982
贫民窟,0.0001446660046347006
路遥知马力,0.0001446299409337189
日久见人心,0.0001446299409337189
因地制宜,0.00014460095701758887
冒出来,0.00014456470255298524
跨入,0.00014455679910186313
突出重点,0.00014450101118477693
琥珀,0.00014450101118477693
度量,0.00014448656268332697
要价,0.0001444859096231744
失联后,0.00014446156096860506
外交大臣,0.00014440925622223437
选编,0.00014440840095799636
烂摊子,0.00014440654462018898
扩容,0.00014437010477609023
高分,0.00014436612597691815
非洲开发银行,0.0001443567164033907
隐含,0.00014432616741355832
投票权,0.00014429050721707822
经社文,0.00014428986126417136
张牌,0.00014427934452930188
印度政府,0.00014424953708819214
雷特,0.0001442432661746432
埃塞,0.0001442432661746432
蛇口,0.0001442432661746432
行使,0.00014422432962000054
今年夏天,0.00014422134527479577
一级,0.00014421842618128072
架飞机,0.00014421226547424557
多美元,0.00014420285448196624
而须,0.00014417791443441895
栽跟头,0.00014416527600808325
长官,0.00014415372410720193
裂缝,0.0001441473596689164
创业精神,0.00014414700958570955
俗话说得好,0.00014405381265935197
席位,0.00014399767604085818
愚蠢地,0.00014399071597854607
辩解,0.00014398525460573535
这件,0.00014398050016733364
竟是,0.00014394427458497568
相差悬殊,0.00014393815244055798
爪哇,0.00014391222982412593
排泄物,0.0001438853955823218
写出,0.0001438427317267271
其四,0.00014380435200872274
罗格,0.00014376759857010648
和为贵,0.00014376317797635207
以后,0.00014373200429288943
热络,0.0001437152610642563
坐到,0.00014370635288602502
莱布尼茨,0.00014369293149334655
对古,0.00014367158881932652
正像,0.00014366454727378748
垂范,0.00014364162338506857
照射,0.00014364162338506857
派员,0.00014362904684530903
西域,0.00014362446813338925
加拿大多伦多大学,0.00014357774554207508
突发性,0.00014357448510315122
躯壳,0.00014355594648097624
长远目标,0.00014355082681351543
从技术上,0.00014355032437532046
更远,0.00014347829398213345
攻占,0.0001434675749308264
不切实际,0.0001434539458506446
建设成就,0.00014341022804320152
景洪,0.0001434018136649597
合情,0.00014327078028170692
悔过,0.000143269758560509
高碳,0.00014324671778976486
155,0.00014323002329079713
东北,0.00014319413826752777
牵扯,0.00014313419360281293
洋洋,0.0001430972995086746
专业化,0.00014309409379722085
血雨腥风,0.00014306072407349127
诏书,0.00014306072407349127
核心技术,0.00014305518101367741
马斯基,0.0001430324931272102
槟城,0.00014302038527479988
令人欣慰,0.00014297500232317542
浓浓,0.00014297362758090151
金融业,0.00014288735467347176
留存,0.0001428867156258246
相欺,0.000142805148489474
贪腐,0.000142805148489474
不清,0.00014279809779960568
不轻,0.00014277976614635374
伤得,0.00014277976614635374
近几个月,0.0001427533994738266
专题报告,0.0001427361273092928
壮烈牺牲,0.00014272285541285133
沃尔特,0.0001426816851894109
坐下,0.00014261349558843128
一个甲子,0.0001425933041409994
埃菲社,0.0001425902000328067
开罗,0.00014258690074560795
帕普,0.00014258156130344727
立法院,0.00014258156130344727
安格,0.00014258156130344727
渔船,0.0001425512297147966
第四年,0.00014249918811301288
已久,0.00014245026220860768
不去,0.00014242376959600403
塔什干,0.00014241177193979312
心怀,0.00014238456703585226
解放运动,0.0001423679947711112
打消,0.00014230462195940103
无涉,0.00014227709074134337
书中,0.00014227507859103256
乐于,0.00014225488104993673
作何解释,0.00014223944329339145
国泰民安,0.00014223580919843406
桎梏,0.00014219185808465057
弹劾案,0.00014217383346684352
宪法法院,0.00014217383346684352
第十六次,0.00014215365464266568
浓郁,0.00014214953248946737
形同虚设,0.00014214731172480113
仪式,0.00014213583918294811
挣脱,0.00014211432030057547
桂冠,0.00014210103465309292
返程,0.00014210042978876752
抵抗力,0.0001420853045539471
1922,0.00014205369983944925
使者,0.0001420471090875245
兜圈子,0.00014204599872891385
交汇,0.00014203022225957264
积淀,0.0001419612267935901
单靠,0.00014194912396124073
军火库,0.0001419269945108484
实物,0.00014190936822549622
日本共产党,0.0001418492282535043
怀着,0.00014180666168183865
1020,0.00014179925870416358
卡拉,0.000141771552509836
摄取,0.00014175915698166165
安全隐患,0.00014173206306072411
进攻,0.00014170041952793353
特使,0.00014169896585362646
航海家,0.000141649023956621
缺陷,0.00014164672377411903
内需,0.00014157552705640418
微软,0.00014151012565980262
新朋,0.00014144814966262945
辛格,0.00014140322602916583
近日来,0.00014134308577756741
之锚,0.00014131118163567544
塔尔,0.00014121848297703982
引信,0.0001412155189032853
相互影响,0.00014121005716425484
景点,0.00014119364209529335
号召,0.0001411503272260815
班次,0.000141132250677202
创造财富,0.0001411274004873458
美洲开发银行,0.0001411163448708907
统治,0.00014107739256045753
焕然一新,0.0001410367733339233
中央日报,0.00014098752347149174
小康社会,0.0001409671760906736
仍会,0.0001409253547821767
东盟自由贸易区,0.00014090107541424033
年内,0.0001408957397125316
度高,0.00014085313381190798
客观性,0.0001408341281014662
重犯,0.0001408192285476324
无一,0.00014081761171590954
因此,0.00014080974628285971
总理府,0.00014080794023430842
防暴队,0.00014077356487984753
惶恐,0.00014075738466986774
鞋子,0.00014072497546692648
著述,0.00014060796572305174
镌刻,0.00014056293536163363
慈祥,0.00014055730016449016
先发制人,0.0001405252581141687
仿效,0.0001405211747328663
高岛,0.00014051434452463644
琉球,0.00014051434452463644
伸欣,0.00014051434452463644
丈量,0.00014045455535069122
投资国,0.00014038756994304877
紧随,0.00014034486941107404
分支机构,0.0001403196702696177
拉森,0.00014024723758279274
永野,0.0001402374147694376
松井石根,0.0001402374147694376
游就馆,0.0001402374147694376
修身,0.0001402374147694376
赢方,0.00014018600471619086
横扫,0.00014014196869378451
真心话,0.0001401400475735899
客套话,0.0001401400475735899
黄海,0.0001401059997356624
现象,0.0001401037111740948
不明智,0.00014009344655342953
魔爪,0.00014006562690685993
换位,0.0001400523286097161
置身,0.0001399973113156167
数度,0.0001399552977355571
高高飘扬,0.00013990838742708968
笔供,0.00013990838742708968
碑文,0.00013989254631329603
问卷调查,0.00013986444283786896
指标,0.00013980387313486235
那天,0.00013979663217245463
朋美所,0.00013979659584071325
迫切愿望,0.0001396767435544561
疑欧,0.00013962819060796288
培训基地,0.0001394609777528563
板块,0.00013944528924319795
强制性,0.00013934454452031996
激光,0.00013933534870563068
大力开展,0.00013933534870563068
尖端,0.00013933534870563068
快中子,0.00013933534870563068
离心法,0.00013933534870563068
无奈,0.00013932851543036937
一群,0.00013928154594588333
地去,0.00013922860060700822
出其,0.00013920372742502504
起好,0.00013912319319241771
开好,0.00013912319319241771
展翅高飞,0.00013912319319241771
小葱拌豆腐,0.00013911617642635307
趋于,0.0001390873882029802
网络化,0.0001389979698979336
具备,0.00013898537822202997
历代,0.00013896743355437368
落败,0.00013890759818185693
近身,0.0001389019928406405
援助,0.00013888930648744968
二郎,0.000138869147346122
之外,0.00013883761046968029
船舶,0.0001388298046342474
北爱尔兰,0.00013882568311968433
癌症,0.0001388215602419659
一堵,0.00013876397577541988
结下,0.00013875739974962556
精确,0.0001387539004084452
六方,0.00013874412293003122
注解,0.00013870662134158495
惨绝人寰,0.0001386723648690637
说起,0.00013865052450719943
救亡图存,0.0001386236304799039
待命,0.00013861051917653022
失实,0.0001385283423997065
受灾,0.00013851931846653437
经济学,0.00013845721728664704
拉赫曼,0.0001384144046063012
吉迪恩,0.0001384144046063012
自由党,0.00013839858006398466
逃往,0.00013839259530776262
乌鲁木齐,0.00013835864347668477
运动员,0.00013832969230459497
勃勃生机,0.00013832056442305928
义不容辞,0.00013829584204737495
雷厉风行,0.0001382939194994007
良方,0.00013827269692853858
大洋彼岸,0.00013826219286673698
证实,0.000138241145674322
馆长,0.00013821350778971526
败局,0.00013817074444539982
看好,0.00013809180639270686
屡试不爽,0.0001380540263387734
外延,0.00013790271070560257
中华文明,0.00013782545035599604
前首相,0.00013775860688350827
尖阁,0.00013773953264900677
威廉姆斯,0.00013773900746274996
破晓时分,0.00013770969435181597
草根,0.000137642753894874
忠于,0.00013763796675373075
走亲戚,0.00013760765829739843
音乐会,0.00013756156083001822
俄罗斯电视台,0.0001375088894284901
高谈,0.00013750345231158177
学历,0.000137467583916705
累累硕果,0.0001374630263696931
九层,0.00013734719191176728
之台,0.00013734719191176728
合抱之木,0.00013734719191176728
累土,0.00013734719191176728
毫末,0.00013734719191176728
悲怆,0.00013733394069603488
方言,0.00013728844441300843
刻不容缓,0.0001372512882886112
将士,0.0001372224451913934
数不胜数,0.0001372055444690211
之躯,0.00013712764087679837
安妮,0.000137118334313088
必固,0.0001370196613566308
精神财富,0.00013701553972960746
海洋资源,0.00013697735935685047
跳舞,0.00013697402104744294
喜讯,0.0001369598573247345
深夜,0.00013687552606636214
创设,0.00013685356635920575
剧组,0.00013683546687291582
首航,0.00013682276500344082
放开手脚,0.00013679338526465743
核试,0.0001366870088446272
夭折,0.00013668608071560291
来办,0.00013667058894247964
随着,0.00013666745486863759
未尽,0.0001366427083651378
而亚,0.00013663679802474306
酷暑,0.00013662905580527447
申亮,0.00013662905580527447
之师,0.00013662905580527447
泽曼,0.00013657626403972605
捷中,0.00013657626403972605
技术标准,0.0001365516113948151
历久弥坚,0.00013651360356791282
比方说,0.00013651225536911722
祸根,0.00013650117325046074
王朝,0.00013647236417124888
长大,0.00013646289568484745
弊端,0.0001364453983255344
官方人士,0.0001364417153930587
失态,0.0001364314084467576
因公殉职,0.00013642876582921283
新路子,0.00013637655456162547
承办,0.0001363601901364691
先声,0.00013629143761535048
神户,0.00013626853606907055
之困,0.00013625733224063987
之多,0.00013620178713678763
四面八方,0.00013619103877845703
女儿,0.00013618267999989663
无关,0.00013615195069386423
2800,0.0001360432280301344
联合演习,0.00013599864167798825
针对性,0.00013593819710938247
博物馆,0.0001359234755369762
听众,0.00013590866995497834
自给,0.0001358729918001167
多人次,0.00013586469748314893
最远,0.00013581895738181484
可行性研究,0.0001357994445495418
第六届,0.00013579632816935398
铁蹄,0.00013577555918601976
驻伊美军,0.00013577471048486735
洗脑,0.00013575981279208459
成建制,0.0001357557387599573
描绘,0.00013574069041528297
斯蒂格利茨,0.00013571172656125788
向东看,0.00013568276715885134
实质性,0.0001356806309509421
4000,0.00013559261667463302
阿伦,0.00013558456102029953
家族,0.00013556378901311106
公开化,0.0001355616210077634
黎巴嫩,0.00013554820230581604
自始至终,0.0001354494574831456
未见,0.00013541366300805023
天皇,0.00013540731576072775
抹掉,0.00013540587902751233
私营部门,0.0001353344008736307
酸溜溜,0.0001352955861023925
约旦,0.00013524959900428437
情义,0.0001352307820381261
领军人物,0.00013515654450355793
意味,0.00013513075014662582
保住,0.0001350775443122314
系结,0.00013498869180780974
搭车,0.00013498869180780974
候选,0.00013491574884058586
功不可没,0.00013491097403950793
第十九,0.00013488647443632724
理越,0.00013488385309209726
尚存,0.0001348699172399355
收留,0.0001348668946694824
沉重打击,0.00013483512352152271
拉尼,0.000134652530518287
房间内,0.00013463726408578233
增产,0.00013458902111751335
误国,0.00013455711504979515
集大成者,0.0001345178590305043
富国,0.00013451629531374847
管道工程,0.00013451120200043084
澎湃,0.00013448596701295113
7300,0.00013446579707606214
蒙昧,0.00013442137171152229
国民收入,0.00013442072044293247
公益性,0.00013438927937483295
对策,0.0001343556721455958
清谈,0.00013433725291219593
一言一行,0.00013431334535374872
大有可为,0.0001342586130886064
北海道,0.00013425271935038987
直通,0.00013422859098946685
深层次,0.0001342172302855832
各有所长,0.00013420315412877488
伸开,0.00013420315412877488
接着,0.00013419623611366296
毅然,0.00013419022572516438
海里,0.00013416103226593061
吃饭问题,0.00013413357310622693
路易斯,0.00013412972202790267
公器,0.0001341063062305773
文艺,0.0001340799703490274
1985,0.00013405683803449073
时常,0.00013402696264663448
成功经验,0.00013400611147214
派遣,0.00013392360258607857
涉阿,0.00013392208408568503
加尼,0.00013392208408568503
阿人,0.00013392208408568503
欢欣鼓舞,0.00013392188052479328
熄灭,0.00013390921569250634
使人,0.00013387364289393637
暴虐,0.0001338334774751176
黎明,0.00013368634171410406
香料,0.00013366894511744588
库利,0.00013365702720136299
感言,0.00013361191755986783
涉险,0.00013356517460139607
68,0.00013342864711883486
42,0.00013342123936311976
可资,0.00013342111773362574
以利,0.0001334056485818595
不易,0.00013339093040381063
难以解决,0.00013338953174605456
波涛,0.00013335888785759328
标记,0.00013333425229140617
迁移,0.0001333276505416359
城市群,0.00013318272245023706
国防委员会,0.0001331570539708379
过多,0.00013314064717556058
莫言,0.0001331259284196454
神灵,0.0001330896176477586
地理环境,0.00013308209898372394
山水,0.0001330179045135082
主政,0.00013301422990775303
看见,0.0001330123180287119
所长,0.00013298375399273883
集体行动,0.0001329783065476117
秉承,0.00013290982051061113
速滑,0.00013290023448419907
奖牌,0.00013290023448419907
珠宝,0.00013285041425594685
常备军,0.00013283205304174116
反对党,0.0001328195536586785
矫情,0.00013280414333477592
未必,0.00013277556465551968
崭新,0.00013273504180789724
日本籍,0.0001327277129731811
科目,0.00013272564933888598
储量,0.00013268581038509747
毒品走私,0.00013265955730846368
1908,0.0001326447446968828
电视观众,0.0001326447446968828
一点一滴,0.00013261432086526505
殉难者,0.00013255073669462156
弹奏,0.00013253785167243736
普里,0.00013250998804966997
侧重,0.00013249757763228936
解说,0.00013247073514622697
初高中,0.00013247073514622697
张开,0.00013245468367638753
水准,0.0001324413896130095
尼雷尔,0.0001324133475251191
健身,0.00013237288012235205
马汉,0.0001323688794253892
一再强调,0.00013231589644500317
袭扰,0.00013225225311379638
瓦列里,0.0001322520790421473
代代相传,0.00013222706010014148
大致,0.00013214208011551963
生生不息,0.000132085820492276
时代性,0.00013206091814036276
稳定剂,0.00013205437407536172
多元性,0.00013204784453140563
岸田文雄,0.00013202266811626975
外相,0.00013202266811626975
中亚地区,0.0001320182002553254
一同,0.00013196407800445718
好似,0.00013190483114707712
斯科菲尔德,0.00013189796282287429
忽略,0.00013189006225044643
开发区,0.00013188249998610343
高龄,0.00013186629999685138
高起点,0.00013177002286780197
著称,0.00013176520492753726
奥运金牌,0.0001316971689839664
神秘,0.00013169635565341267
困局,0.00013167872287584543
留欧,0.0001316765152721026
核技术,0.0001316696337907049
斯梅代雷沃,0.00013163596888922293
钢厂,0.00013163596888922293
钢铁集团,0.00013163596888922293
之危,0.00013162422951012447
煤炭,0.00013147992916844064
行走,0.00013146476647759038
赫尔辛基,0.00013146028449752964
西苏,0.00013146028449752964
稳住,0.00013139904751710904
于是,0.00013124822835133994
北海,0.00013123892437972383
勘定,0.00013120125608844947
国权,0.00013117932646432336
房屋,0.00013109299453752544
投降书,0.0001310559373423181
示威,0.00013097805123141583
上映,0.00013096262561738451
还同,0.00013094145086340055
坚持原则,0.00013092322966172954
外务省,0.00013091700696159277
节点,0.00013091327408362523
中建岛,0.000130909422787927
身亡,0.0001308520402596988
物质基础,0.0001307880661981739
重演,0.00013071606266896487
油气田,0.00013069492884443197
浴血奋战,0.00013068245637534379
可考,0.0001306744628731878
伊藤博文,0.0001306547426265672
礼赞,0.0001306547426265672
哈尔滨火车站,0.0001306547426265672
强硬,0.00013062065591391858
俱乐部,0.00013056282912127844
收获期,0.00013056281653817025
按下,0.00013055003114904117
横亘,0.00013052574101754728
千余,0.00013046503666762262
赢者,0.00013037029967573094
一万遍,0.00013034727547518726
仅用,0.00013026927799501147
激化,0.00013024448856587283
首尔,0.0001301880936808754
减半,0.00013013260717334953
诺贝尔,0.00013010110843671748
就算,0.0001300266066293024
达夫,0.0001299647910525962
停顿,0.00012994783259639658
商旅,0.00012990649345429622
租用,0.00012978150331161576
难以为继,0.0001297684940088668
看法,0.00012974089933926077
建言献策,0.0001297402431406724
客车,0.00012967865910778735
多亿美元,0.00012964342282947573
勇往直前,0.00012961365732474527
利益冲突,0.00012958951511718843
坐在,0.00012958458685981478
开玩笑,0.00012957407861817797
正向,0.0001295722401952349
狂欢节,0.00012955914195867632
不堪,0.00012954331305814156
编写,0.00012950528349532257
系统阐述,0.0001294614019330172
中国海,0.0001294453473843957
找出,0.00012923815580874717
海防,0.00012923209728461955
经济犯罪,0.00012923085322686542
投案自首,0.00012923085322686542
概括,0.0001291655384446967
广播,0.00012914706165364137
中国国家旅游局,0.00012913416252447257
对此,0.00012912406947926782
用户,0.00012910008026148544
落地生根,0.00012908555150881401
锲而不舍,0.00012908358660399031
抚慰,0.0001290484480309467
火线,0.00012896649365606836
音乐,0.00012895167612024704
加纳,0.00012884303206603905
非洲大陆,0.00012881894787547163
璀璨,0.0001288057633667107
自身,0.00012877697718018805
送入,0.0001286875160808192
诡辩,0.000128554718965439
之久,0.00012855076981443405
汉班,0.00012850594859831332
春晚,0.00012849217770253386
列出,0.00012837876811772764
海之滨,0.00012836160008371152
印着,0.00012832639912429053
关键时期,0.00012831632640184523
远距离,0.00012824730786104962
参谋长,0.0001281659830989571
坦率,0.00012814574331809807
四次,0.00012813381272817821
原则上,0.0001281223586256815
闪烁,0.0001280720933683203
先河,0.0001280181169285016
新篇,0.00012799933808935657
废物,0.00012793692688178673
火种,0.00012791964692026588
本币,0.00012790995551995217
公共利益,0.00012790636768495546
换上,0.00012789309917204437
弹道导弹,0.00012788613354667552
蜡烛,0.00012779970763646183
联网,0.0001277839473581226
汉学家,0.00012776877100902914
编入,0.0001275866117387084
一串串,0.00012753728959923722
国内形势,0.0001274996918489543
周边地区,0.00012749583192447664
加害者,0.00012746105422710777
伤痕,0.00012738852672983922
浦东,0.00012726804953617355
习惯法,0.00012722031259339455
来临,0.00012721339502761301
伊恩,0.0001271621989691917
商谈,0.00012700979394447484
两名,0.0001269972009719127
监听,0.0001269382064791525
生态,0.00012680980249253236
立法机构,0.0001268086824449212
大加,0.00012677261844205046
多来,0.00012676048382586128
有些,0.0001267359321240559
若想,0.0001266660540517474
令其,0.000126647270396743
服刑,0.00012662928471018567
以和为贵,0.00012660408585924346
报告书,0.0001265731278936195
明治天皇,0.00012655502780816515
沉浸,0.00012655099864796195
短期内,0.000126547871210472
更名,0.00012652019821172975
洛桑,0.00012645785675209615
环绕,0.0001264381624077355
死神,0.00012612914596384672
巴登,0.00012607395814085023
今夜,0.00012605706181446192
对不上,0.00012605706181446192
中国军力,0.00012605706181446192
国父,0.00012601278426173495
同此,0.00012600045086651204
第三十五,0.0001258894478989126
四川,0.00012585660903980398
运营,0.00012575825396519513
塞纳,0.0001257509135624197
出炉,0.00012574473791756224
众议院,0.00012570692268612765
永久化,0.00012569132114344223
串起,0.00012557344075207112
周期性,0.00012547559801184032
一款,0.00012544418112819447
堪称,0.00012540553849077235
提上,0.00012540449319291247
站立,0.00012534593444099308
入篮,0.00012533818997694247
更多共赢,0.00012533818997694247
董会,0.00012533818997694247
无偿援助,0.00012531857784076726
最多,0.0001252700814865042
四大洲,0.0001252587898387074
反人道,0.0001252582238899644
撤走,0.00012522257213042252
475,0.00012515250268644196
多米诺骨牌,0.00012512584474189966
身为,0.00012511137974362794
首部,0.00012510271954214438
航船,0.0001249286241281007
创举,0.00012489728113889364
英双语,0.00012488115272815052
家长,0.00012488115272815052
阿拉伯国家联盟,0.00012479858428512952
对欧,0.00012477479571831925
一盏灯,0.00012477479571831925
腐朽,0.0001247594932692484
功课,0.0001247279247243236
同声相应,0.0001245626456428672
同气相求,0.0001245626456428672
无悔,0.00012448813112697754
交朋友,0.0001244714258584128
义诊,0.000124441566209746
军事力量,0.0001244407241066159
妄加,0.00012441821005449726
前提,0.00012440420815788616
生产线,0.0001242584421880565
建造,0.00012423812883486924
独裁,0.00012418951011234768
心病,0.0001241026667308161
团结互助,0.000124050057826871
西班牙语,0.0001240359737287158
理直气壮,0.00012402555339412755
第六,0.00012401725539057525
萌生,0.00012400156675001237
赤胆,0.00012400156675001237
为战,0.00012400156675001237
英雄主义,0.00012400156675001237
犹太,0.000123993196045028
自卫,0.0001239871250190333
最富,0.00012397828248696555
接二连三,0.00012393199821301258
勒普,0.00012378617650376378
抓手,0.00012366711764259602
国在华,0.00012366569493666208
条文,0.00012365712228180735
贸易总额,0.00012363893439699188
真如,0.00012358229315775703
前不久,0.0001235297338799202
希望,0.00012352327809514018
和平友好,0.00012351723366940315
末日,0.00012330534039280193
奔跑,0.00012330009723301788
69,0.00012328598547020072
指引,0.0001232705454559677
体制改革,0.00012325492236950564
揭开序幕,0.0001232378789461466
美非,0.00012321932972865203
歌舞,0.00012320472778642934
共铸,0.00012317063291796934
落户,0.00012314818141327802
干线,0.00012313275001685786
参考,0.0001231274113644169
汶川,0.0001231097062510064
选址,0.00012309423281543346
零增长,0.000122901884485929
地盘,0.00012285533861680745
吾人,0.00012285497075647687
日月,0.00012280800715310766
地称,0.00012276204306708912
长期存在,0.00012275636177612697
防沙,0.00012267685584705845
能效,0.000122665023601401
雪龙,0.00012258150118750266
与会代表,0.00012254488712901232
终究会,0.00012249876459811574
日方,0.00012240682299743998
余人,0.00012234486577619299
审计,0.00012227468627425955
舆论界,0.0001221454537332569
脚踏实地,0.0001221232102102712
主意,0.0001221080456883669
读出,0.00012208624115575347
雕像,0.00012207926692610143
据此,0.0001220709682323768
驻京,0.00012205629185817817
做起,0.00012203899954394348
淡化,0.00012201487532958582
对菲方,0.00012198676135429719
重走,0.00012183134460966403
汪洋,0.00012182903301606445
浩淼,0.00012182903301606445
民航局,0.00012182903301606445
调查组,0.00012182903301606445
失踪,0.00012182903301606445
一线希望,0.00012182903301606445
机上,0.00012182903301606445
事件调查,0.00012182903301606445
案例,0.00012181581957629274
已知,0.00012178217355821631
社会存在,0.00012174156697520032
功若丘山,0.00012172686802914794
摩天大厦,0.00012172686802914794
轰动,0.00012172686802914794
要不得,0.00012167266472644516
率先,0.00012146862664188444
并于,0.00012146690911940757
添加,0.00012139890389908673
约定,0.00012125957721922112
把持,0.00012115713566046983
打败,0.0001211231418398001
光彩夺目,0.00012112043149454984
控制权,0.00012111851929305004
贵宾,0.00012106961853013801
急躁,0.0001210616782782981
波诡云,0.0001210616782782981
出招,0.0001210616782782981
既敢,0.0001210616782782981
一山,0.0001210616782782981
德国慕尼黑大学,0.0001210616782782981
一山拦,0.0001210616782782981
放过,0.0001210616782782981
魏登,0.0001210616782782981
应招,0.0001210616782782981
谢里丹,0.0001210616782782981
急于求成,0.0001210616782782981
又快又好,0.0001210616782782981
零距离,0.0001210616782782981
塞维利,0.0001210616782782981
言不由衷,0.00012097339247800066
军装,0.00012095395834130947
可以信赖,0.0001208626077963172
黄河,0.00012080529101385213
启迪,0.00012079629398880352
未定,0.00012075950347381842
说不上,0.00012067657754456166
没钱,0.00012067657754456166
更多更好,0.00012062643888249665
多些,0.0001206008138226206
均持,0.00012059108449167944
调车,0.00012057538392425621
检修,0.00012057538392425621
分秒,0.00012057538392425621
最北,0.00012057538392425621
信号灯,0.00012057538392425621
烈日,0.00012057538392425621
巡守,0.00012057538392425621
坡道,0.00012057538392425621
魂魄,0.00012057538392425621
旅途,0.00012057538392425621
装卸,0.00012057538392425621
清脆,0.00012057538392425621
最圆,0.00012057538392425621
内燃,0.00012057538392425621
施工现场,0.00012057538392425621
除夕夜,0.00012057538392425621
奔波,0.00012057538392425621
山川,0.00012057538392425621
动车,0.00012057538392425621
风骨,0.00012057538392425621
清凉,0.00012057538392425621
风驰电掣,0.00012057538392425621
沙暴,0.00012057538392425621
只身,0.00012057538392425621
电力机车,0.00012057538392425621
八达岭,0.00012057538392425621
挺直,0.00012057538392425621
铁路工人,0.00012057538392425621
悬崖峭壁,0.00012057538392425621
桥墩,0.00012057538392425621
腾空,0.00012057538392425621
蒸汽,0.00012057538392425621
铁纪,0.00012057538392425621
重托,0.00012057538392425621
长长,0.00012057538392425621
冰河,0.00012057538392425621
谷壑,0.00012057538392425621
路徽,0.00012057538392425621
追风,0.00012057538392425621
云朵,0.00012057538392425621
汽笛,0.00012057538392425621
钢轨,0.00012057538392425621
之字形,0.00012057538392425621
轻盈,0.00012057538392425621
